latitude,longitude,target_id,name,station_main_count,school_public_count,supermarket_main_count,cafe_main_count,bar_main_count,park_main_count,mall_main_count,score_total,score_breakdown
41.03101346142854,28.8450747043003,cell_004257,cell_004257,3,11,34,9,0,12,0,64.70215491908814,"{""station_main"": 15.803013970713941, ""school_public"": 19.48876933586985, ""supermarket_main"": 14.999820490626657, ""cafe_main"": 9.50212931632136, ""bar_main"": 0.0, ""park_main"": 4.908421805556329, ""mall_main"": 0.0}"
41.067049497464566,28.988564353579687,cell_004913,cell_004913,3,7,19,10,0,8,1,64.55011931778435,"{""station_main"": 15.803013970713941, ""school_public"": 18.0605606427119, ""supermarket_main"": 14.973358446813984, ""cafe_main"": 9.643260066527477, ""bar_main"": 0.0, ""park_main"": 4.652582743885993, ""mall_main"": 1.4173434471310538}"
40.97695940737451,29.096181590539228,cell_003312,cell_003312,3,6,17,19,1,13,0,64.37838141392372,"{""station_main"": 15.803013970713941, ""school_public"": 17.293294335267746, ""supermarket_main"": 14.948109339953028, ""cafe_main"": 9.982238964542656, ""bar_main"": 1.4173434471310538, ""park_main"": 4.934381356315295, ""mall_main"": 0.0}"
40.985968416383514,28.868989645846863,cell_003454,cell_003454,2,14,14,7,1,8,2,64.3685682520929,"{""station_main"": 12.164572024185198, ""school_public"": 19.811928748970097, ""supermarket_main"": 14.858946561727572, ""cafe_main"": 9.03028032135595, ""bar_main"": 1.4173434471310538, ""park_main"": 4.652582743885993, ""mall_main"": 2.4329144048370397}"
41.02200445241954,28.964649412033122,cell_004106,cell_004106,3,4,12,72,5,8,0,63.96454135438906,"{""station_main"": 15.803013970713941, ""school_public"": 14.728057237685466, ""supermarket_main"": 14.725265416668986, ""cafe_main"": 9.999999999622487, ""bar_main"": 4.055621985812191, ""park_main"": 4.652582743885993, ""mall_main"": 0.0}"
40.985968416383514,28.880947116620145,cell_003455,cell_003455,3,12,11,4,1,10,0,63.65628029407916,"{""station_main"": 15.803013970713941, ""school_public"": 19.633687222225316, ""supermarket_main"": 14.616577001902389, ""cafe_main"": 7.364028618842733, ""bar_main"": 1.4173434471310538, ""park_main"": 4.821630033263738, ""mall_main"": 0.0}"
41.07605850647357,28.976606882806404,cell_005073,cell_005073,3,10,10,7,0,12,0,63.49312633047239,"{""station_main"": 15.803013970713941, ""school_public"": 19.286520133054953, ""supermarket_main"": 14.464890099791216, ""cafe_main"": 9.03028032135595, ""bar_main"": 0.0, ""park_main"": 4.908421805556329, ""mall_main"": 0.0}"
41.02200445241954,29.036394236672816,cell_004112,cell_004112,3,9,27,6,0,20,0,63.44570545492254,"{""station_main"": 15.803013970713941, ""school_public"": 19.00425863264272, ""supermarket_main"": 14.998148852938701, ""cafe_main"": 8.646647167633873, ""bar_main"": 0.0, ""park_main"": 4.993636830993301, ""mall_main"": 0.0}"
40.97695940737451,29.06030917821938,cell_003309,cell_003309,2,10,24,18,2,7,0,63.369327261569964,"{""station_main"": 12.164572024185198, ""school_public"": 19.286520133054953, ""supermarket_main"": 14.994968060581463, ""cafe_main"": 9.975212478233336, ""bar_main"": 2.4329144048370397, ""park_main"": 4.515140160677975, ""mall_main"": 0.0}"
41.049031479446555,28.90486205816671,cell_004584,cell_004584,2,15,21,15,0,16,1,63.34195908189121,"{""station_main"": 12.164572024185198, ""school_public"": 19.865241060018292, ""supermarket_main"": 14.986321770516684, ""cafe_main"": 9.932620530009146, ""bar_main"": 0.0, ""park_main"": 4.975860250030843, ""mall_main"": 1.4173434471310538}"
41.003986434401526,28.928776999713275,cell_003781,cell_003781,2,11,23,53,1,11,0,62.935854291427276,"{""station_main"": 12.164572024185198, ""school_public"": 19.48876933586985, ""supermarket_main"": 14.992977362825208, ""cafe_main"": 9.99999978744851, ""bar_main"": 1.4173434471310538, ""park_main"": 4.872192333967463, ""mall_main"": 0.0}"
41.07605850647357,29.01247929512625,cell_005076,cell_005076,4,3,11,12,0,9,2,62.66988239969075,"{""station_main"": 18.41007154710683, ""school_public"": 12.642411176571153, ""supermarket_main"": 14.616577001902389, ""cafe_main"": 9.816843611112658, ""bar_main"": 0.0, ""park_main"": 4.75106465816068, ""mall_main"": 2.4329144048370397}"
41.02200445241954,28.940734470486557,cell_004104,cell_004104,2,22,28,49,0,5,1,62.62314240635144,"{""station_main"": 12.164572024185198, ""school_public"": 19.986932160402652, ""supermarket_main"": 14.998673595170104, ""cafe_main"": 9.999999193650238, ""bar_main"": 0.0, ""park_main"": 4.055621985812191, ""mall_main"": 1.4173434471310538}"
41.03101346142854,28.964649412033122,cell_004267,cell_004267,3,3,10,46,12,6,0,62.14205844456367,"{""station_main"": 15.803013970713941, ""school_public"": 12.642411176571153, ""supermarket_main"": 14.464890099791216, ""cafe_main"": 9.999997808114093, ""bar_main"": 4.908421805556329, ""park_main"": 4.323323583816936, ""mall_main"": 0.0}"
41.04002247043755,28.90486205816671,cell_004423,cell_004423,2,15,19,6,0,19,1,62.05828162805373,"{""station_main"": 12.164572024185198, ""school_public"": 19.865241060018292, ""supermarket_main"": 14.973358446813984, ""cafe_main"": 8.646647167633873, ""bar_main"": 0.0, ""park_main"": 4.991119482271328, ""mall_main"": 1.4173434471310538}"
41.003986434401526,29.036394236672816,cell_003790,cell_003790,2,6,18,20,2,17,0,61.823576256944264,"{""station_main"": 12.164572024185198, ""school_public"": 17.293294335267746, ""supermarket_main"": 14.962818717350004, ""cafe_main"": 9.987273661986602, ""bar_main"": 2.4329144048370397, ""park_main"": 4.982703113317676, ""mall_main"": 0.0}"
41.05804048845556,28.988564353579687,cell_004752,cell_004752,3,3,16,22,1,7,2,61.73186999022502,"{""station_main"": 15.803013970713941, ""school_public"": 12.642411176571153, ""supermarket_main"": 14.92758075009253, ""cafe_main"": 9.993466080201326, ""bar_main"": 1.4173434471310538, ""park_main"": 4.515140160677975, ""mall_main"": 2.4329144048370397}"
40.97695940737451,29.120096532085793,cell_003314,cell_003314,2,12,29,17,0,15,0,61.72902532745932,"{""station_main"": 12.164572024185198, ""school_public"": 19.633687222225316, ""supermarket_main"": 14.999049589408882, ""cafe_main"": 9.965406226635352, ""bar_main"": 0.0, ""park_main"": 4.966310265004573, ""mall_main"": 0.0}"
40.99497742539252,29.036394236672816,cell_003629,cell_003629,2,6,27,47,2,8,0,61.541510790559805,"{""station_main"": 12.164572024185198, ""school_public"": 17.293294335267746, ""supermarket_main"": 14.998148852938701, ""cafe_main"": 9.99999842944512, ""bar_main"": 2.4329144048370397, ""park_main"": 4.652582743885993, ""mall_main"": 0.0}"
40.985968416383514,29.132054002859075,cell_003476,cell_003476,2,15,15,11,0,10,0,61.49475858041587,"{""station_main"": 12.164572024185198, ""school_public"": 19.865241060018292, ""supermarket_main"": 14.898930795013719, ""cafe_main"": 9.744384667934925, ""bar_main"": 0.0, ""park_main"": 4.821630033263738, ""mall_main"": 0.0}"
41.03101346142854,28.85703217507358,cell_004258,cell_004258,2,11,29,13,0,13,0,61.45553501840981,"{""station_main"": 12.164572024185198, ""school_public"": 19.48876933586985, ""supermarket_main"": 14.999049589408882, ""cafe_main"": 9.86876271263059, ""bar_main"": 0.0, ""park_main"": 4.934381356315295, ""mall_main"": 0.0}"
40.97695940737451,29.084224119765945,cell_003311,cell_003311,2,10,37,28,0,18,0,61.43774808866227,"{""station_main"": 12.164572024185198, ""school_public"": 19.286520133054953, ""supermarket_main"": 14.999933962192049, ""cafe_main"": 9.999115730113402, ""bar_main"": 0.0, ""park_main"": 4.987606239116668, ""mall_main"": 0.0}"
40.99497742539252,29.024436765899534,cell_003628,cell_003628,2,6,22,79,7,2,0,61.39612004523334,"{""station_main"": 12.164572024185198, ""school_public"": 17.293294335267746, ""supermarket_main"": 14.99019912030199, ""cafe_main"": 9.999999999963391, ""bar_main"": 4.515140160677975, ""park_main"": 2.4329144048370397, ""mall_main"": 0.0}"
41.02200445241954,29.084224119765945,cell_004116,cell_004116,2,12,27,9,0,21,0,61.2939780058428,"{""station_main"": 12.164572024185198, ""school_public"": 19.633687222225316, ""supermarket_main"": 14.998148852938701, ""cafe_main"": 9.50212931632136, ""bar_main"": 0.0, ""park_main"": 4.995440590172228, ""mall_main"": 0.0}"
41.049031479446555,29.00052182435297,cell_004592,cell_004592,1,11,8,40,6,16,1,61.249745888194,"{""station_main"": 7.086717235655269, ""school_public"": 19.48876933586985, ""supermarket_main"": 13.957748231657977, ""cafe_main"": 9.999983804032077, ""bar_main"": 4.323323583816936, ""park_main"": 4.975860250030843, ""mall_main"": 1.4173434471310538}"
40.895878326293456,29.179883885952204,cell_001870,cell_001870,2,12,11,11,0,13,0,61.09360227256312,"{""station_main"": 12.164572024185198, ""school_public"": 19.633687222225316, ""supermarket_main"": 14.616577001902389, ""cafe_main"": 9.744384667934925, ""bar_main"": 0.0, ""park_main"": 4.934381356315295, ""mall_main"": 0.0}"
41.02200445241954,29.096181590539228,cell_004117,cell_004117,2,17,37,7,0,15,0,61.09190902600847,"{""station_main"": 12.164572024185198, ""school_public"": 19.930812453270704, ""supermarket_main"": 14.999933962192049, ""cafe_main"": 9.03028032135595, ""bar_main"": 0.0, ""park_main"": 4.966310265004573, ""mall_main"": 0.0}"
41.003986434401526,28.880947116620145,cell_003777,cell_003777,4,10,5,2,0,13,1,61.08101125071878,"{""station_main"": 18.41007154710683, ""school_public"": 19.286520133054953, ""supermarket_main"": 12.166865957436574, ""cafe_main"": 4.865828809674079, ""bar_main"": 0.0, ""park_main"": 4.934381356315295, ""mall_main"": 1.4173434471310538}"
41.049031479446555,28.892904587393428,cell_004583,cell_004583,2,9,13,5,0,7,2,61.0312732629132,"{""station_main"": 12.164572024185198, ""school_public"": 19.00425863264272, ""supermarket_main"": 14.803144068945883, ""cafe_main"": 8.111243971624383, ""bar_main"": 0.0, ""park_main"": 4.515140160677975, ""mall_main"": 2.4329144048370397}"
40.985968416383514,29.024436765899534,cell_003467,cell_003467,1,9,30,83,10,10,0,60.73355493586938,"{""station_main"": 7.086717235655269, ""school_public"": 19.00425863264272, ""supermarket_main"": 14.999319001053564, ""cafe_main"": 9.99999999999035, ""bar_main"": 4.821630033263738, ""park_main"": 4.821630033263738, ""mall_main"": 0.0}"
40.99497742539252,28.928776999713275,cell_003620,cell_003620,2,7,10,22,1,7,0,60.61597245469867,"{""station_main"": 12.164572024185198, ""school_public"": 18.0605606427119, ""supermarket_main"": 14.464890099791216, ""cafe_main"": 9.993466080201326, ""bar_main"": 1.4173434471310538, ""park_main"": 4.515140160677975, ""mall_main"": 0.0}"
40.92290535332047,29.132054002859075,cell_002349,cell_002349,2,5,27,20,0,9,2,60.556461545356996,"{""station_main"": 12.164572024185198, ""school_public"": 16.222487943248765, ""supermarket_main"": 14.998148852938701, ""cafe_main"": 9.987273661986602, ""bar_main"": 0.0, ""park_main"": 4.75106465816068, ""mall_main"": 2.4329144048370397}"
40.93191436232948,29.132054002859075,cell_002510,cell_002510,2,6,31,18,0,4,2,60.5475195948771,"{""station_main"": 12.164572024185198, ""school_public"": 17.293294335267746, ""supermarket_main"": 14.99951204293241, ""cafe_main"": 9.975212478233336, ""bar_main"": 0.0, ""park_main"": 3.6820143094213664, ""mall_main"": 2.4329144048370397}"
41.02200445241954,29.072266648992663,cell_004115,cell_004115,2,9,13,9,0,16,0,60.449964292126005,"{""station_main"": 12.164572024185198, ""school_public"": 19.00425863264272, ""supermarket_main"": 14.803144068945883, ""cafe_main"": 9.50212931632136, ""bar_main"": 0.0, ""park_main"": 4.975860250030843, ""mall_main"": 0.0}"
41.08506751548258,28.928776999713275,cell_005230,cell_005230,3,6,18,4,0,17,0,60.4058587554921,"{""station_main"": 15.803013970713941, ""school_public"": 17.293294335267746, ""supermarket_main"": 14.962818717350004, ""cafe_main"": 7.364028618842733, ""bar_main"": 0.0, ""park_main"": 4.982703113317676, ""mall_main"": 0.0}"
41.04002247043755,28.916819528939993,cell_004424,cell_004424,2,17,10,4,0,20,1,60.3352834742142,"{""station_main"": 12.164572024185198, ""school_public"": 19.930812453270704, ""supermarket_main"": 14.464890099791216, ""cafe_main"": 7.364028618842733, ""bar_main"": 0.0, ""park_main"": 4.993636830993301, ""mall_main"": 1.4173434471310538}"
40.985968416383514,29.036394236672816,cell_003468,cell_003468,1,9,31,58,6,10,0,60.23544148816528,"{""station_main"": 7.086717235655269, ""school_public"": 19.00425863264272, ""supermarket_main"": 14.99951204293241, ""cafe_main"": 9.99999995985421, ""bar_main"": 4.323323583816936, ""park_main"": 4.821630033263738, ""mall_main"": 0.0}"
41.07605850647357,28.940734470486557,cell_005070,cell_005070,2,8,17,9,0,16,0,60.2010019060344,"{""station_main"": 12.164572024185198, ""school_public"": 18.61033097554397, ""supermarket_main"": 14.948109339953028, ""cafe_main"": 9.50212931632136, ""bar_main"": 0.0, ""park_main"": 4.975860250030843, ""mall_main"": 0.0}"
41.01299544341053,28.90486205816671,cell_003940,cell_003940,2,15,13,8,0,5,0,60.19374462673355,"{""station_main"": 12.164572024185198, ""school_public"": 19.865241060018292, ""supermarket_main"": 14.803144068945883, ""cafe_main"": 9.305165487771985, ""bar_main"": 0.0, ""park_main"": 4.055621985812191, ""mall_main"": 0.0}"
40.877860308275444,29.239671239818616,cell_001553,cell_001553,2,8,14,15,0,7,0,60.08161025214386,"{""station_main"": 12.164572024185198, ""school_public"": 18.61033097554397, ""supermarket_main"": 14.858946561727572, ""cafe_main"": 9.932620530009146, ""bar_main"": 0.0, ""park_main"": 4.515140160677975, ""mall_main"": 0.0}"
40.99497742539252,28.916819528939993,cell_003619,cell_003619,2,6,17,8,0,11,1,60.00067696827647,"{""station_main"": 12.164572024185198, ""school_public"": 17.293294335267746, ""supermarket_main"": 14.948109339953028, ""cafe_main"": 9.305165487771985, ""bar_main"": 0.0, ""park_main"": 4.872192333967463, ""mall_main"": 1.4173434471310538}"
41.02200445241954,29.01247929512625,cell_004110,cell_004110,2,14,20,8,0,4,0,59.94459106332855,"{""station_main"": 12.164572024185198, ""school_public"": 19.811928748970097, ""supermarket_main"": 14.980910492979904, ""cafe_main"": 9.305165487771985, ""bar_main"": 0.0, ""park_main"": 3.6820143094213664, ""mall_main"": 0.0}"
41.03101346142854,28.833117233527016,cell_004256,cell_004256,2,14,33,11,0,3,0,59.881237709721155,"{""station_main"": 12.164572024185198, ""school_public"": 19.811928748970097, ""supermarket_main"": 14.999749474488148, ""cafe_main"": 9.744384667934925, ""bar_main"": 0.0, ""park_main"": 3.1606027941427883, ""mall_main"": 0.0}"
41.03101346142854,28.821159762753734,cell_004255,cell_004255,2,11,23,9,0,4,0,59.83046234862298,"{""station_main"": 12.164572024185198, ""school_public"": 19.48876933586985, ""supermarket_main"": 14.992977362825208, ""cafe_main"": 9.50212931632136, ""bar_main"": 0.0, ""park_main"": 3.6820143094213664, ""mall_main"": 0.0}"
40.97695940737451,29.072266648992663,cell_003310,cell_003310,2,8,35,21,0,5,0,59.821277541799276,"{""station_main"": 12.164572024185198, ""school_public"": 18.61033097554397, ""supermarket_main"": 14.999871375913461, ""cafe_main"": 9.990881180344456, ""bar_main"": 0.0, ""park_main"": 4.055621985812191, ""mall_main"": 0.0}"
40.985968416383514,29.096181590539228,cell_003473,cell_003473,2,8,10,11,0,8,0,59.6367605113413,"{""station_main"": 12.164572024185198, ""school_public"": 18.61033097554397, ""supermarket_main"": 14.464890099791216, ""cafe_main"": 9.744384667934925, ""bar_main"": 0.0, ""park_main"": 4.652582743885993, ""mall_main"": 0.0}"
41.01299544341053,29.191841356725487,cell_003964,cell_003964,2,9,16,6,0,10,0,59.564688607818056,"{""station_main"": 12.164572024185198, ""school_public"": 19.00425863264272, ""supermarket_main"": 14.92758075009253, ""cafe_main"": 8.646647167633873, ""bar_main"": 0.0, ""park_main"": 4.821630033263738, ""mall_main"": 0.0}"
41.003986434401526,28.892904587393428,cell_003778,cell_003778,2,8,13,5,0,5,1,59.16225647324267,"{""station_main"": 12.164572024185198, ""school_public"": 18.61033097554397, ""supermarket_main"": 14.803144068945883, ""cafe_main"": 8.111243971624383, ""bar_main"": 0.0, ""park_main"": 4.055621985812191, ""mall_main"": 1.4173434471310538}"
40.97695940737451,29.0483517074461,cell_003308,cell_003308,1,10,18,28,3,8,0,59.14835735420241,"{""station_main"": 7.086717235655269, ""school_public"": 19.286520133054953, ""supermarket_main"": 14.962818717350004, ""cafe_main"": 9.999115730113402, ""bar_main"": 3.1606027941427883, ""park_main"": 4.652582743885993, ""mall_main"": 0.0}"
41.08506751548258,28.976606882806404,cell_005234,cell_005234,2,11,10,5,0,11,0,59.10166776543811,"{""station_main"": 12.164572024185198, ""school_public"": 19.48876933586985, ""supermarket_main"": 14.464890099791216, ""cafe_main"": 8.111243971624383, ""bar_main"": 0.0, ""park_main"": 4.872192333967463, ""mall_main"": 0.0}"
41.003986434401526,29.0483517074461,cell_003791,cell_003791,1,8,15,11,2,8,1,58.84320427000197,"{""station_main"": 7.086717235655269, ""school_public"": 18.61033097554397, ""supermarket_main"": 14.898930795013719, ""cafe_main"": 9.744384667934925, ""bar_main"": 2.4329144048370397, ""park_main"": 4.652582743885993, ""mall_main"": 1.4173434471310538}"
40.940923371338485,29.120096532085793,cell_002670,cell_002670,2,6,18,9,0,12,0,58.831236198680635,"{""station_main"": 12.164572024185198, ""school_public"": 17.293294335267746, ""supermarket_main"": 14.962818717350004, ""cafe_main"": 9.50212931632136, ""bar_main"": 0.0, ""park_main"": 4.908421805556329, ""mall_main"": 0.0}"
41.003986434401526,28.976606882806404,cell_003785,cell_003785,1,11,6,51,3,6,1,58.44672673407294,"{""station_main"": 7.086717235655269, ""school_public"": 19.48876933586985, ""supermarket_main"": 12.96997075145081, ""cafe_main"": 9.99999958600623, ""bar_main"": 3.1606027941427883, ""park_main"": 4.323323583816936, ""mall_main"": 1.4173434471310538}"
41.01299544341053,28.964649412033122,cell_003945,cell_003945,1,12,10,77,2,9,0,58.369273620598214,"{""station_main"": 7.086717235655269, ""school_public"": 19.633687222225316, ""supermarket_main"": 14.464890099791216, ""cafe_main"": 9.999999999928697, ""bar_main"": 2.4329144048370397, ""park_main"": 4.75106465816068, ""mall_main"": 0.0}"
41.02200445241954,29.10813906131251,cell_004118,cell_004118,2,15,25,3,0,19,0,58.33853261261411,"{""station_main"": 12.164572024185198, ""school_public"": 19.865241060018292, ""supermarket_main"": 14.99639445785371, ""cafe_main"": 6.321205588285577, ""bar_main"": 0.0, ""park_main"": 4.991119482271328, ""mall_main"": 0.0}"
41.049031479446555,28.988564353579687,cell_004591,cell_004591,1,7,18,25,2,6,1,58.281274336738,"{""station_main"": 7.086717235655269, ""school_public"": 18.0605606427119, ""supermarket_main"": 14.962818717350004, ""cafe_main"": 9.997596305235806, ""bar_main"": 2.4329144048370397, ""park_main"": 4.323323583816936, ""mall_main"": 1.4173434471310538}"
40.985968416383514,29.120096532085793,cell_003475,cell_003475,1,14,25,18,0,16,1,58.263456617874304,"{""station_main"": 7.086717235655269, ""school_public"": 19.811928748970097, ""supermarket_main"": 14.99639445785371, ""cafe_main"": 9.975212478233336, ""bar_main"": 0.0, ""park_main"": 4.975860250030843, ""mall_main"": 1.4173434471310538}"
41.01299544341053,29.20379882749877,cell_003965,cell_003965,2,7,10,11,0,4,0,58.11642174404461,"{""station_main"": 12.164572024185198, ""school_public"": 18.0605606427119, ""supermarket_main"": 14.464890099791216, ""cafe_main"": 9.744384667934925, ""bar_main"": 0.0, ""park_main"": 3.6820143094213664, ""mall_main"": 0.0}"
40.9589413893565,29.084224119765945,cell_002989,cell_002989,3,3,21,48,3,1,0,58.00969203372387,"{""station_main"": 15.803013970713941, ""school_public"": 12.642411176571153, ""supermarket_main"": 14.986321770516684, ""cafe_main"": 9.999998874648252, ""bar_main"": 3.1606027941427883, ""park_main"": 1.4173434471310538, ""mall_main"": 0.0}"
41.07605850647357,28.928776999713275,cell_005069,cell_005069,2,5,24,9,0,15,0,57.85046760934136,"{""station_main"": 12.164572024185198, ""school_public"": 16.222487943248765, ""supermarket_main"": 14.994968060581463, ""cafe_main"": 9.50212931632136, ""bar_main"": 0.0, ""park_main"": 4.966310265004573, ""mall_main"": 0.0}"
41.02200445241954,28.821159762753734,cell_004094,cell_004094,2,10,13,4,0,5,0,57.67388683084096,"{""station_main"": 12.164572024185198, ""school_public"": 19.286520133054953, ""supermarket_main"": 14.803144068945883, ""cafe_main"": 7.364028618842733, ""bar_main"": 0.0, ""park_main"": 4.055621985812191, ""mall_main"": 0.0}"
