name,amenity,shop,leisure,longitude,latitude,_name_raw,_name_norm,_access,_parking_tag,_amenity
İSPARK,parking,,,29.307793066590587,40.92709692976916,İSPARK,ispark,,,parking
İSPARK,parking,,,29.307670638020177,40.9270654459111,İSPARK,ispark,,,parking
İSPARK,parking,,,29.307648009462792,40.92746692290481,İSPARK,ispark,,,parking
İSPARK,parking,,,29.307338105878458,40.92764030556118,İSPARK,ispark,,,parking
İSPARK,parking,,,29.307196541662613,40.92762357272422,İSPARK,ispark,,,parking
İSPARK,parking,,,29.30645457281238,40.928515031889646,İSPARK,ispark,,,parking
İSPARK,parking,,,29.306576178299164,40.92853330756443,İSPARK,ispark,,,parking
İSPARK,parking,,,29.306691530049047,40.92823598990779,İSPARK,ispark,,,parking
İSPARK,parking,,,29.30533283317571,40.929844554427135,İSPARK,ispark,,,parking
İSPARK,parking,,,29.305577542874328,40.92971657347221,İSPARK,ispark,,,parking
İSPARK,parking,,,29.305289219365324,40.93006862004636,İSPARK,ispark,,,parking
İSPARK,parking,,,29.30495400576305,40.9304541574577,İSPARK,ispark,,,parking
İSPARK,parking,,,29.30483892027961,40.9304368909778,İSPARK,ispark,,,parking
P2 Öğrenci/Misafir Otoparkı,parking,,,29.01680195729076,41.10717034805411,P2 Öğrenci/Misafir Otoparkı,p2 ogrenci misafir otopark,,,parking
Kartal İspark,parking,,,29.1827161,40.8870054,Kartal İspark,kartal ispark,,,parking
Balmumcu Yeraltı Otoparkı,parking,,,29.0109659,41.0637566,Balmumcu Yeraltı Otoparkı,balmumcu yeralt otopark,,,parking
Merkez Otoparkı,parking,,,29.1302785,40.9245732,Merkez Otoparkı,merkez otopark,,,parking
Hacı Nimet Özden Camii Otoparkı,parking,,,29.0102765,41.0677581,Hacı Nimet Özden Camii Otoparkı,hac nimet ozden camii otopark,,,parking
Lale Otopark,parking,,,28.8821442,41.0371123,Lale Otopark,lale otopark,,,parking
İSPARK,parking,,,28.8458241,40.9910382,İSPARK,ispark,,,parking
Merkez Otopark,parking,,,29.0565549,41.1674548,Merkez Otopark,merkez otopark,,,parking
Pentaş Mehmet Akif Kapalı Otoparkı,parking,,,29.2321742,40.8787076,Pentaş Mehmet Akif Kapalı Otoparkı,pentas mehmet akif kapal otopark,,,parking
İspark Haldun Alagaş Katlı Otoparkı,parking,,,29.1050208,41.0254954,İspark Haldun Alagaş Katlı Otoparkı,ispark haldun alagas katl otopark,,,parking
İspark,parking,,,28.9752387,41.0231681,İspark,ispark,,,parking
İSPARK,parking,,,28.9861604,41.0316786,İSPARK,ispark,,,parking
Mercan Kapalı Otoparkı,parking,,,28.970432,41.013778,Mercan Kapalı Otoparkı,mercan kapal otopark,,,parking
İstanbul Trafik Vakfı Otoparkı,parking,,,28.9310367,41.0472656,İstanbul Trafik Vakfı Otoparkı,istanbul trafik vakf otopark,,,parking
İspark,parking,,,29.0654588,41.0799605,İspark,ispark,,,parking
İspark,parking,,,29.0658302,41.0995504,İspark,ispark,,,parking
Florya Sosyal Tesisleri Otoparkı,parking,,,28.8090539,40.9609936,Florya Sosyal Tesisleri Otoparkı,florya sosyal tesisleri otopark,,,parking
Aktör Zeyn Vale,parking,,,29.1013963,41.0941439,Aktör Zeyn Vale,aktor zeyn vale,,,parking
İspark,parking,,,29.0158259,41.0252,İspark,ispark,,,parking
İspark,parking,,,29.0159248,41.0235816,İspark,ispark,,,parking
İspark,parking,,,29.0156572,41.0234525,İspark,ispark,,,parking
İspark,parking,,,29.0157186,41.0230553,İspark,ispark,,,parking
İspark,parking,,,29.0161091,41.0226117,İspark,ispark,,,parking
İspark,parking,,,29.0158371,41.0222675,İspark,ispark,,,parking
İspark,parking,,,29.0169545,41.0214318,İspark,ispark,,,parking
İspark,parking,,,29.0167637,41.0213594,İspark,ispark,,,parking
İspark,parking,,,29.0158239,41.0213042,İspark,ispark,,,parking
İspark,parking,,,29.0153369,41.020844,İspark,ispark,,,parking
İspark,parking,,,29.0133318,41.0196093,İspark,ispark,,,parking
İspark,parking,,,29.0144111,41.0201456,İspark,ispark,,,parking
İspark,parking,,,29.0161928,41.0222197,İspark,ispark,,,parking
İspark,parking,,,29.0250124,41.0157688,İspark,ispark,,,parking
İspark Bağlarbaşı Katlı Otoparkı,parking,,,29.0309617,41.022454,İspark Bağlarbaşı Katlı Otoparkı,ispark baglarbas katl otopark,,,parking
İspark Marmara İlahiyat Otoparkı,parking,,,29.0379443,41.0205325,İspark Marmara İlahiyat Otoparkı,ispark marmara ilahiyat otopark,,,parking
İspark Altunizade Açık Otopark,parking,,,29.0406621,41.0251077,İspark Altunizade Açık Otopark,ispark altunizade ac k otopark,,,parking
İspark,parking,,,29.023474,41.0324655,İspark,ispark,,,parking
İspark,parking,,,29.0251537,41.0335779,İspark,ispark,,,parking
İspark Kirazlıtepe Katlı Otoparkı,parking,,,29.0592435,41.0386715,İspark Kirazlıtepe Katlı Otoparkı,ispark kirazl tepe katl otopark,,,parking
İspark,parking,,,29.0765422,41.0473677,İspark,ispark,,,parking
İspark,parking,,,29.0765441,41.0482686,İspark,ispark,,,parking
İspark,parking,,,29.0676354,41.1032768,İspark,ispark,,,parking
İspark Hidiv Kasrı,parking,,,29.0752616,41.1034798,İspark Hidiv Kasrı,ispark hidiv kasr,,,parking
İspark,parking,,,29.0917758,41.1346273,İspark,ispark,,,parking
İspark,parking,,,29.0888177,41.1354776,İspark,ispark,,,parking
İspark,parking,,,29.0929941,41.0945971,İspark,ispark,,,parking
İspark,parking,,,29.0919878,41.0946368,İspark,ispark,,,parking
İspark,parking,,,29.1726138,41.0304898,İspark,ispark,,,parking
İspark,parking,,,29.1730299,41.0312582,İspark,ispark,,,parking
İspark,parking,,,29.1731844,41.0321959,İspark,ispark,,,parking
İspark,parking,,,29.1737964,41.0327133,İspark,ispark,,,parking
İspark,parking,,,29.1746176,41.0327497,İspark,ispark,,,parking
İspark,parking,,,29.2247774,41.0294063,İspark,ispark,,,parking
İspark,parking,,,29.225018,41.0302465,İspark,ispark,,,parking
İspark,parking,,,29.2263704,41.0312353,İspark,ispark,,,parking
İspark,parking,,,29.2282192,41.0315048,İspark,ispark,,,parking
İspark,parking,,,29.0592729,41.0139525,İspark,ispark,,,parking
İspark,parking,,,29.0599971,41.0137229,İspark,ispark,,,parking
İspark,parking,,,29.2083972,41.0118343,İspark,ispark,,,parking
İspark,parking,,,29.2299592,40.9853171,İspark,ispark,,,parking
İspark,parking,,,29.2301356,40.9848055,İspark,ispark,,,parking
İspark,parking,,,29.2305077,40.9844204,İspark,ispark,,,parking
İspark Ümraniye Katlı Otoparkı,parking,,,29.0955296,41.0261658,İspark Ümraniye Katlı Otoparkı,ispark umraniye katl otopark,,,parking
İspark,parking,,,29.098219,41.0255289,İspark,ispark,,,parking
İspark,parking,,,29.0990767,41.02533,İspark,ispark,,,parking
İspark,parking,,,29.0998183,41.0251312,İspark,ispark,,,parking
İspark,parking,,,29.101087,41.025876,İspark,ispark,,,parking
İspark Canpark AVM Katlı Otopark,parking,,,29.1052778,41.0252901,İspark Canpark AVM Katlı Otopark,ispark canpark avm katl otopark,,,parking
İspark,parking,,,29.0930638,41.0236298,İspark,ispark,,,parking
İspark,parking,,,29.0940168,41.0235003,İspark,ispark,,,parking
İspark,parking,,,29.0946028,41.0233976,İspark,ispark,,,parking
İspark,parking,,,29.08416,41.0240703,İspark,ispark,,,parking
İspark Tuzla İDO,parking,,,29.3037816,40.814935,İspark Tuzla İDO,ispark tuzla ido,,,parking
İspark Gözdağı Sosyal Tesisler Açık Otoparkı,parking,,,29.254068,40.890507,İspark Gözdağı Sosyal Tesisler Açık Otoparkı,ispark gozdag sosyal tesisler ac k otopark,,,parking
İspark Metro Açık Otoparkı,parking,,,29.2288502,40.89501,İspark Metro Açık Otoparkı,ispark metro ac k otopark,,,parking
İspark,parking,,,29.2609284,40.8868142,İspark,ispark,,,parking
İspark,parking,,,29.2617593,40.8874355,İspark,ispark,,,parking
İspark,parking,,,29.2623181,40.8878106,İspark,ispark,,,parking
İspark Soğanlık Metro Açık Otoparkı,parking,,,29.1928951,40.9131677,İspark Soğanlık Metro Açık Otoparkı,ispark soganl k metro ac k otopark,,,parking
İspark,parking,,,29.1943356,40.9123073,İspark,ispark,,,parking
İspark Yakacık Zemin Altı Otoparkı,parking,,,29.2250231,40.9186514,İspark Yakacık Zemin Altı Otoparkı,ispark yakac k zemin alt otopark,,,parking
İspark,parking,,,29.1044958,40.9669739,İspark,ispark,,,parking
İspark,parking,,,29.1047268,40.9674208,İspark,ispark,,,parking
İspark,parking,,,29.104761,40.9664786,İspark,ispark,,,parking
İspark,parking,,,29.1054129,40.9665598,İspark,ispark,,,parking
İspark,parking,,,29.105789,40.9671293,İspark,ispark,,,parking
İspark,parking,,,29.1062149,40.9676451,İspark,ispark,,,parking
İspark,parking,,,29.1029531,40.9691369,İspark,ispark,,,parking
İspark Fsm Eğitim ve Araştırma Hastanesi,parking,,,29.1035906,40.9708692,İspark Fsm Eğitim ve Araştırma Hastanesi,ispark fsm egitim ve arast rma hastanesi,,,parking
İspark Fsm Hastanesi Yanı E5 Yan Yol,parking,,,29.1021974,40.9703422,İspark Fsm Hastanesi Yanı E5 Yan Yol,ispark fsm hastanesi yan e5 yan yol,,,parking
İspark,parking,,,29.1026972,40.9802858,İspark,ispark,,,parking
İspark,parking,,,29.1022519,40.9804441,İspark,ispark,,,parking
İspark Mimar Sinan Camii Otoparkı,parking,,,29.1120769,40.996319,İspark Mimar Sinan Camii Otoparkı,ispark mimar sinan camii otopark,,,parking
İspark Üsküdar Ünalan Açık Otoparkı,parking,,,29.0606142,40.9979227,İspark Üsküdar Ünalan Açık Otoparkı,ispark uskudar unalan ac k otopark,,,parking
İspark,parking,,,29.0617928,40.9981928,İspark,ispark,,,parking
İspark,parking,,,29.0626135,40.999059,İspark,ispark,,,parking
İspark,parking,,,29.230646,40.8772627,İspark,ispark,,,parking
İspark,parking,,,29.2311738,40.8775262,İspark,ispark,,,parking
İspark,parking,,,29.2344638,40.87877,İspark,ispark,,,parking
İspark,parking,,,29.2339183,40.8801315,İspark,ispark,,,parking
İspark,parking,,,29.2358252,40.8802121,İspark,ispark,,,parking
İspark,parking,,,29.2351729,40.879902,İspark,ispark,,,parking
İspark,parking,,,29.2352993,40.8794137,İspark,ispark,,,parking
İspark,parking,,,29.2355485,40.8788909,İspark,ispark,,,parking
İspark,parking,,,29.2358222,40.8782028,İspark,ispark,,,parking
İspark,parking,,,29.2362563,40.8780085,İspark,ispark,,,parking
İspark,parking,,,29.2355776,40.8777334,İspark,ispark,,,parking
İspark,parking,,,29.2358843,40.877138,İspark,ispark,,,parking
İspark,parking,,,29.2367617,40.8773052,İspark,ispark,,,parking
İspark,parking,,,29.2349344,40.8774701,İspark,ispark,,,parking
İspark,parking,,,29.2331851,40.8767589,İspark,ispark,,,parking
İspark,parking,,,29.231775,40.876257,İspark,ispark,,,parking
İspark,parking,,,29.232218,40.8758638,İspark,ispark,,,parking
Hilal Otopark Ve Oto Yıkama,parking,,,28.9287929,41.0074877,Hilal Otopark Ve Oto Yıkama,hilal otopark ve oto y kama,,,parking
İspark Kartal Köprüsü Kavşağı,parking,,,29.2065418,40.9075124,İspark Kartal Köprüsü Kavşağı,ispark kartal koprusu kavsag,,,parking
İspark,parking,,,29.1917128,40.8916903,İspark,ispark,,,parking
İspark,parking,,,29.1927952,40.892271,İspark,ispark,,,parking
İspark,parking,,,29.1906004,40.8905571,İspark,ispark,,,parking
İspark Hasan Doğan Spor Kompleksi,parking,,,29.1900837,40.8924488,İspark Hasan Doğan Spor Kompleksi,ispark hasan dogan spor kompleksi,,,parking
İspark,parking,,,29.1864574,40.8890607,İspark,ispark,,,parking
İspark,parking,,,29.1874338,40.8892553,İspark,ispark,,,parking
İspark,parking,,,29.1887373,40.889527,İspark,ispark,,,parking
İspark,parking,,,29.1897726,40.889231,İspark,ispark,,,parking
İspark,parking,,,29.1836145,40.8892208,İspark,ispark,,,parking
İspark,parking,,,29.1890145,40.8871952,İspark,ispark,,,parking
İspark,parking,,,29.1877217,40.8872763,İspark,ispark,,,parking
İspark,parking,,,29.1131119,40.938372,İspark,ispark,,,parking
İspark Gülsuyu Metro Yer Altı Otoparkı,parking,,,29.1555034,40.9235112,İspark Gülsuyu Metro Yer Altı Otoparkı,ispark gulsuyu metro yer alt otopark,,,parking
İspark,parking,,,29.0736047,40.9600083,İspark,ispark,,,parking
İspark,parking,,,29.0756551,40.9620383,İspark,ispark,,,parking
İspark,parking,,,29.0767604,40.9628638,İspark,ispark,,,parking
İspark,parking,,,29.0773426,40.9634255,İspark,ispark,,,parking
Sofular otoparkı,parking,,,28.947821,41.0133985,Sofular otoparkı,sofular otopark,,,parking
Otopark ve Yıkama,parking,,,28.9551188,41.0233221,Otopark ve Yıkama,otopark ve y kama,,,parking
Şehzadebaşı caddesi otoparkı,parking,,,28.9537373,41.0141364,Şehzadebaşı caddesi otoparkı,sehzadebas caddesi otopark,,,parking
Eymen otopark,parking,,,28.9580785,41.0196679,Eymen otopark,eymen otopark,,,parking
Sadrazam Ali Paşa Caddesi Otoparkı,parking,,,28.9531539,41.0286167,Sadrazam Ali Paşa Caddesi Otoparkı,sadrazam ali pasa caddesi otopark,,,parking
Kalaycı Bedri Sk. Otopark,parking,,,28.9246979,40.9947597,Kalaycı Bedri Sk. Otopark,kalayc bedri sk otopark,,,parking
Yıldırım otopark,parking,,,28.9235803,40.9980224,Yıldırım otopark,y ld r m otopark,,,parking
Uğur Otopark,parking,,,28.9290564,40.9966393,Uğur Otopark,ugur otopark,,,parking
Liman Otopark,parking,,,28.9303883,40.9983622,Liman Otopark,liman otopark,,,parking
Tepedar Otoparkı,parking,,,28.9345653,41.0029101,Tepedar Otoparkı,tepedar otopark,,,parking
Ercan Otopark,parking,,,28.9476838,41.0083903,Ercan Otopark,ercan otopark,,,parking
Bursa otopark,parking,,,28.9450497,41.0073347,Bursa otopark,bursa otopark,,,parking
Küçükbaşı Çeşme Otopark,parking,,,28.9437306,41.0058177,Küçükbaşı Çeşme Otopark,kucukbas cesme otopark,,,parking
Ayyıldız Otoparkı,parking,,,28.9461895,41.0061126,Ayyıldız Otoparkı,ayy ld z otopark,,,parking
Tatlıpınar Cd. Otopark,parking,,,28.9322959,41.0199854,Tatlıpınar Cd. Otopark,tatl p nar cd otopark,,,parking
Bican Bağcıoğlu Cd. Otopark,parking,,,28.9316398,41.0206616,Bican Bağcıoğlu Cd. Otopark,bican bagc oglu cd otopark,,,parking
Muhallebici Hasan Sk. Otoparkı,parking,,,28.9259113,41.0206481,Muhallebici Hasan Sk. Otoparkı,muhallebici hasan sk otopark,,,parking
Topkapı Cd. Otoparkı,parking,,,28.9285835,41.019394,Topkapı Cd. Otoparkı,topkap cd otopark,,,parking
Çapa Yolüstü Otopark,parking,,,28.9309557,41.0167572,Çapa Yolüstü Otopark,capa yolustu otopark,,,parking
Öz Fatih Otopark,parking,,,28.9522801,41.0175102,Öz Fatih Otopark,oz fatih otopark,,,parking
Ens Otopark,parking,,,28.9522097,41.0174021,Ens Otopark,ens otopark,,,parking
Otopark,parking,,,28.9351344,41.0122562,Otopark,otopark,,,parking
Aydınlar Açık Otoparkı,parking,,,28.9266326,41.0069108,Aydınlar Açık Otoparkı,ayd nlar ac k otopark,,,parking
As Otopark Yıkama,parking,,,28.9478612,41.0077962,As Otopark Yıkama,as otopark y kama,,,parking
APA OTOPARK,parking,,,28.9764749,41.0140528,APA OTOPARK,apa otopark,,,parking
Günaydın Otopark,parking,,,28.9769163,41.0101127,Günaydın Otopark,gunayd n otopark,,,parking
imç otopark,parking,,,28.957901,41.0171944,imç otopark,imc otopark,,,parking
Vefa Otopark,parking,,,28.9579954,41.0150492,Vefa Otopark,vefa otopark,,,parking
Osman otopark,parking,,,28.9651992,41.0173074,Osman otopark,osman otopark,,,parking
Özdemir otopark,parking,,,28.9666772,41.0170649,Özdemir otopark,ozdemir otopark,,,parking
Otopark,parking,,,28.9594027,41.017683,Otopark,otopark,,,parking
otopark,parking,,,28.9607243,41.0195269,otopark,otopark,,,parking
Fatih belediyesi otopark,parking,,,28.9598367,41.0192024,Fatih belediyesi otopark,fatih belediyesi otopark,,,parking
Bozkır otopark,parking,,,28.9608419,41.0198348,Bozkır otopark,bozk r otopark,,,parking
Çoşkun otopark,parking,,,28.9274245,41.0016731,Çoşkun otopark,coskun otopark,,,parking
Çakırağa Otopark,parking,,,28.9396408,41.0327564,Çakırağa Otopark,cak raga otopark,,,parking
Tuğra Otopark Yıkama,parking,,,28.9417952,41.0340186,Tuğra Otopark Yıkama,tugra otopark y kama,,,parking
Çevre Otopark,parking,,,28.9323671,41.006138,Çevre Otopark,cevre otopark,,,parking
Cem Otopark,parking,,,28.9321426,41.004356,Cem Otopark,cem otopark,,,parking
Örümceksiz Otopark,parking,,,28.9263277,41.0141187,Örümceksiz Otopark,orumceksiz otopark,,,parking
Tunç Otopark,parking,,,28.9270472,41.0152538,Tunç Otopark,tunc otopark,,,parking
Umut Otopark,parking,,,28.9266369,41.0164221,Umut Otopark,umut otopark,,,parking
Masko Yedieminli Otopark,parking,,,28.9246219,41.009904,Masko Yedieminli Otopark,masko yedieminli otopark,,,parking
Asmalı Aktar Sk.otopark,parking,,,28.9249163,41.0124249,Asmalı Aktar Sk.otopark,asmal aktar sk otopark,,,parking
El Emek Otoparkı,parking,,,28.9256092,41.0136027,El Emek Otoparkı,el emek otopark,,,parking
Otopark,parking,,,28.9462516,41.0223611,Otopark,otopark,,,parking
Otopark,parking,,,28.9475118,41.0203863,Otopark,otopark,,,parking
Şirin otopark,parking,,,28.967174,41.0162206,Şirin otopark,sirin otopark,,,parking
Fatih belediyesi otopark,parking,,,28.9617627,41.0158426,Fatih belediyesi otopark,fatih belediyesi otopark,,,parking
otopark,parking,,,28.9427975,41.0105219,otopark,otopark,,,parking
Serdar Otopark,parking,,,28.9448361,41.0080803,Serdar Otopark,serdar otopark,,,parking
Findikzade kat otopark,parking,,,28.9407952,41.0109004,Findikzade kat otopark,findikzade kat otopark,,,parking
Otopark,parking,,,28.943876,41.0090602,Otopark,otopark,,,parking
Otopark,parking,,,28.9456671,41.0083908,Otopark,otopark,,,parking
Otopark,parking,,,28.9436279,41.0293359,Otopark,otopark,,,parking
Öztürk Katlı Otopark,parking,,,28.9291881,41.0112031,Öztürk Katlı Otopark,ozturk katl otopark,,,parking
Çevre Katlı Otopark,parking,,,28.9341213,41.0074219,Çevre Katlı Otopark,cevre katl otopark,,,parking
Emrullah Efendi Otoparkı,parking,,,28.9323304,41.0089901,Emrullah Efendi Otoparkı,emrullah efendi otopark,,,parking
Otopark,parking,,,28.9371183,41.0100726,Otopark,otopark,,,parking
Türkçü Sokak Açık Otopark,parking,,,28.9365844,41.0103648,Türkçü Sokak Açık Otopark,turkcu sokak ac k otopark,,,parking
Otopark İspark,parking,,,28.9640599,41.0100459,Otopark İspark,otopark ispark,,,parking
Otopark,parking,,,28.948288,41.0181901,Otopark,otopark,,,parking
Sultanahmet Otopark,parking,,,28.9744709,41.0040333,Sultanahmet Otopark,sultanahmet otopark,,,parking
Açık Otopark,parking,,,28.9730003,41.0035405,Açık Otopark,ac k otopark,,,parking
Küflü Otopark,parking,,,28.9732894,41.0099737,Küflü Otopark,kuflu otopark,,,parking
can katlı otopark,parking,,,29.23539,40.8859956,can katlı otopark,can katl otopark,,,parking
Merkez oto yıkama otopark,parking,,,29.2661142,40.9686311,Merkez oto yıkama otopark,merkez oto y kama otopark,,,parking
Şehit Volkan Duysak Katlı Otoparkı,parking,,,28.9044042,40.9973945,Şehit Volkan Duysak Katlı Otoparkı,sehit volkan duysak katl otopark,,,parking
Otopark,parking,,,28.9190488,41.0022514,Otopark,otopark,,,parking
Meydan Otopark ve Yıkama,parking,,,28.9103709,40.9960962,Meydan Otopark ve Yıkama,meydan otopark ve y kama,,,parking
Kapalı Otopark ve Oto Yıkama,parking,,,28.9040852,40.9956807,Kapalı Otopark ve Oto Yıkama,kapal otopark ve oto y kama,,,parking
LEVENT OTOPARK,parking,,,28.908536,40.9908597,LEVENT OTOPARK,levent otopark,,,parking
Nur Otopark,parking,,,28.911324,41.0706228,Nur Otopark,nur otopark,,,parking
Akgün otopark,parking,,,28.9300996,41.0230499,Akgün otopark,akgun otopark,,,parking
Parking IsPark,parking,,,28.9423056,41.0000999,Parking IsPark,parking ispark,,,parking
İSPARK Bayrampaşa Muratpaşa Yeraltı Otoparkı,parking,,,28.9082471,41.0467204,İSPARK Bayrampaşa Muratpaşa Yeraltı Otoparkı,ispark bayrampasa muratpasa yeralt otopark,,,parking
Çamlıca Camii Zemin Altı Otoparkı,parking,,,29.0706086,41.035538,Çamlıca Camii Zemin Altı Otoparkı,caml ca camii zemin alt otopark,,,parking
İSPARK,parking,,,28.9062918,41.0379433,İSPARK,ispark,,,parking
İSPARK,parking,,,28.913122,41.043447,İSPARK,ispark,,,parking
Denizde Güvenlik Eğitimi Uygulama Alanı ve Otoparkı,parking,,,29.0982717,41.1252493,Denizde Güvenlik Eğitimi Uygulama Alanı ve Otoparkı,denizde guvenlik egitimi uygulama alan ve otopark,,,parking
İSPARK,parking,,,29.0599139,40.9654234,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1162363,40.9923609,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1207895,40.992636,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1222729,40.9927998,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1237951,40.9928385,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1244646,40.9928936,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1261927,40.9926873,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1268118,40.9918362,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1270799,40.9917834,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1161976,40.9926299,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1180954,40.9926493,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1198694,40.992811,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1207016,40.9928684,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1222447,40.9930139,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1237843,40.9931022,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1244585,40.9931022,İSPARK,ispark,,,parking
İSPARK,parking,,,29.126248,40.9929758,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1274785,40.9934407,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1276761,40.9933948,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1278645,40.9943142,İSPARK,ispark,,,parking
İSPARK,parking,,,29.128063,40.9942798,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1283124,40.9953204,İSPARK,ispark,,,parking
İSPARK,parking,,,29.1284787,40.9952718,İSPARK,ispark,,,parking
İSPARK,parking,,,28.8729968,41.0083051,İSPARK,ispark,,,parking
Şubat Yediemin Otoparkı,parking,,,29.1069869,41.0130756,Şubat Yediemin Otoparkı,subat yediemin otopark,,,parking
Garip Dede Türbesi Otoparkı,parking,,,28.767761,40.9867841,Garip Dede Türbesi Otoparkı,garip dede turbesi otopark,,,parking
Pashacity Otopark,parking,,,28.9062782,41.058612,Pashacity Otopark,pashacity otopark,,,parking
İSPARK,parking,,,28.8951243,41.0068628,İSPARK,ispark,,,parking
Türkpark Otopark,parking,,,28.9832398,41.0416055,Türkpark Otopark,turkpark otopark,,,parking
Otopark,parking,,,28.2439314,41.0741328,Otopark,otopark,,,parking
İSPARK Millet Caddesi,parking,,,28.9460684,41.0099817,İSPARK Millet Caddesi,ispark millet caddesi,,,parking
Kadıköy Rıhtım Otel Otopark,parking,,,29.0253543,40.9954106,Kadıköy Rıhtım Otel Otopark,kad koy r ht m otel otopark,,,parking
İspark Mimar Sinan Zemin Altı Otoparkı,parking,,,29.0168038,41.0222136,İspark Mimar Sinan Zemin Altı Otoparkı,ispark mimar sinan zemin alt otopark,,,parking
Sarayburnu Otopark,parking,,,28.9840613,41.0168612,Sarayburnu Otopark,sarayburnu otopark,,,parking
Aqua Florya Kapalı Otoparkı,parking,,,28.7969008,40.9664947,Aqua Florya Kapalı Otoparkı,aqua florya kapal otopark,,,parking
İSPARK,parking,,,28.9071471,41.0519548,İSPARK,ispark,,,parking
İSPARK Büyükçekmece Metrobüs Yanı Zemin Altı Otoparkı,parking,,,28.6241785,41.0218093,İSPARK Büyükçekmece Metrobüs Yanı Zemin Altı Otoparkı,ispark buyukcekmece metrobus yan zemin alt otopark,,,parking
İSPARK Gaziosmanpaşa Zemin Altı Otoparkı,parking,,,28.8853842,41.0792307,İSPARK Gaziosmanpaşa Zemin Altı Otoparkı,ispark gaziosmanpasa zemin alt otopark,,,parking
İSPARK,parking,,,28.910893,41.0443489,İSPARK,ispark,,,parking
Şirinevler Meydan Zeminaltı Otoparkı,parking,,,28.8489706,40.992314,Şirinevler Meydan Zeminaltı Otoparkı,sirinevler meydan zeminalt otopark,,,parking
Lala Şahin Otoparkı,parking,,,28.9807826,41.0568615,Lala Şahin Otoparkı,lala sahin otopark,,,parking
Şen Otopark & Yıkama,parking,,,29.01822,41.0208802,Şen Otopark & Yıkama,sen otopark y kama,,,parking
Topağacı Otoparkı,parking,,,28.9978069,41.0519483,Topağacı Otoparkı,topagac otopark,,,parking
Küçük Otopark (8-10 araba),parking,,,29.2390527,41.0657772,Küçük Otopark (8-10 araba),kucuk otopark 8 10 araba,,,parking
İSPARK,parking,,,28.9067135,41.0510913,İSPARK,ispark,,,parking
Acil Otoparkı,parking,,,29.1750928,40.913977,Acil Otoparkı,acil otopark,,,parking
Otopark Girişi,parking,,,28.8749838,41.0591049,Otopark Girişi,otopark girisi,,,parking
Libadiye Otopark,parking,,,29.076788,41.0147057,Libadiye Otopark,libadiye otopark,,,parking
İspark Arnavutköy Zemin Altı Otoparkı,parking,,,28.7391237,41.1832918,İspark Arnavutköy Zemin Altı Otoparkı,ispark arnavutkoy zemin alt otopark,,,parking
Kemal Kalkuz Parkı Zemin Altı Otoparkı,parking,,,29.2427568,40.8884385,Kemal Kalkuz Parkı Zemin Altı Otoparkı,kemal kalkuz park zemin alt otopark,,,parking
İSPARK,parking,,,28.719988,40.9703348,İSPARK,ispark,,,parking
Bayrampaşa Şehit Kamil Balkan Zemin Altı Otoparkı,parking,,,28.9008387,41.0605301,Bayrampaşa Şehit Kamil Balkan Zemin Altı Otoparkı,bayrampasa sehit kamil balkan zemin alt otopark,,,parking
Gaziosmanpaşa Meydanı ve Yaşam Merkezi Zemin Altı Otoparkı,parking,,,28.9085532,41.060963,Gaziosmanpaşa Meydanı ve Yaşam Merkezi Zemin Altı Otoparkı,gaziosmanpasa meydan ve yasam merkezi zemin alt otopark,,,parking
Adapark Katlı Otoparkı,parking,,,28.8871553,41.0640802,Adapark Katlı Otoparkı,adapark katl otopark,,,parking
Hürriyet Mahallesi Zeminaltı Otoparkı,parking,,,28.894858,41.0710304,Hürriyet Mahallesi Zeminaltı Otoparkı,hurriyet mahallesi zeminalt otopark,,,parking
Gaziosmanpaşa Zemin Altı Otoparkı,parking,,,28.8856425,41.0795703,Gaziosmanpaşa Zemin Altı Otoparkı,gaziosmanpasa zemin alt otopark,,,parking
Bahçelievler Zafer Mh. Zeminaltı Otoparkı,parking,,,28.8349613,41.0036141,Bahçelievler Zafer Mh. Zeminaltı Otoparkı,bahcelievler zafer mh zeminalt otopark,,,parking
Fevzi Çakmak Meydanı Zemin Altı Otoparkı,parking,,,28.7929423,41.0082868,Fevzi Çakmak Meydanı Zemin Altı Otoparkı,fevzi cakmak meydan zemin alt otopark,,,parking
